"_id","_index","_score","_type",aggType,appId,appName,beginDate,endDate,frequency,"source.errcode","source.errmsg","source.list","source.ref_date"
DPzhqG0BuyEw7tbzXhZL,"wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","October 7th 2019, 08:00:00.000","October 7th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[{""key"":18,""value"":1}]},{""index"":""access_source_visit_uv"",""item_list"":[{""key"":18,""value"":1}]},{""index"":""access_staytime_info"",""item_list"":[{""key"":7,""value"":1}]},{""index"":""access_depth_info"",""item_list"":[{""key"":6,""value"":1}]}]",20191007
"xq-6o20Br6tb5kJt-m5k","wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","October 6th 2019, 08:00:00.000","October 6th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[{""key"":18,""value"":3}]},{""index"":""access_source_visit_uv"",""item_list"":[{""key"":18,""value"":1}]},{""index"":""access_staytime_info"",""item_list"":[{""key"":8,""value"":1},{""key"":7,""value"":2}]},{""index"":""access_depth_info"",""item_list"":[{""key"":5,""value"":2},{""key"":4,""value"":1}]}]",20191006
rvmUnm0BuyEw7tbzn45a,"wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","October 5th 2019, 08:00:00.000","October 5th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[]},{""index"":""access_source_visit_uv"",""item_list"":[]},{""index"":""access_staytime_info"",""item_list"":[]},{""index"":""access_depth_info"",""item_list"":[]}]",20191005
qvhumW0BuyEw7tbzSUhd,"wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","October 4th 2019, 08:00:00.000","October 4th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[{""key"":18,""value"":1}]},{""index"":""access_source_visit_uv"",""item_list"":[{""key"":18,""value"":1}]},{""index"":""access_staytime_info"",""item_list"":[{""key"":6,""value"":1}]},{""index"":""access_depth_info"",""item_list"":[{""key"":6,""value"":1}]}]",20191004
"F_dHlG0BuyEw7tbz5QgD","wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","October 3rd 2019, 08:00:00.000","October 3rd 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[{""key"":29,""value"":1},{""key"":18,""value"":1},{""key"":3,""value"":1}]},{""index"":""access_source_visit_uv"",""item_list"":[{""key"":29,""value"":1},{""key"":18,""value"":1},{""key"":3,""value"":1}]},{""index"":""access_staytime_info"",""item_list"":[{""key"":7,""value"":1},{""key"":4,""value"":1},{""key"":3,""value"":1}]},{""index"":""access_depth_info"",""item_list"":[{""key"":6,""value"":1},{""key"":2,""value"":1},{""key"":1,""value"":1}]}]",20191003
42Uhj20Br6tb5kJti9GX,"wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","October 2nd 2019, 08:00:00.000","October 2nd 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[{""key"":2,""value"":2}]},{""index"":""access_source_visit_uv"",""item_list"":[{""key"":2,""value"":1}]},{""index"":""access_staytime_info"",""item_list"":[{""key"":7,""value"":1},{""key"":6,""value"":1}]},{""index"":""access_depth_info"",""item_list"":[{""key"":6,""value"":2}]}]",20191002
"R_T7iW0BuyEw7tbzMIVo","wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","October 1st 2019, 08:00:00.000","October 1st 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[{""key"":36,""value"":1},{""key"":23,""value"":1},{""key"":18,""value"":1},{""key"":17,""value"":1},{""key"":29,""value"":2},{""key"":16,""value"":2},{""key"":3,""value"":9},{""key"":2,""value"":4}]},{""index"":""access_source_visit_uv"",""item_list"":[{""key"":36,""value"":1},{""key"":23,""value"":1},{""key"":18,""value"":1},{""key"":17,""value"":1},{""key"":29,""value"":2},{""key"":16,""value"":2},{""key"":3,""value"":6},{""key"":2,""value"":2}]},{""index"":""access_staytime_info"",""item_list"":[{""key"":8,""value"":6},{""key"":7,""value"":3},{""key"":6,""value"":1},{""key"":5,""value"":1},{""key"":4,""value"":4},{""key"":3,""value"":1},{""key"":2,""value"":4},{""key"":1,""value"":1}]},{""index"":""access_depth_info"",""item_list"":[{""key"":6,""value"":5},{""key"":5,""value"":1},{""key"":4,""value"":2},{""key"":3,""value"":2},{""key"":1,""value"":11}]}]",20191001
M0HUhG0Br6tb5kJtzcet,"wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 30th 2019, 08:00:00.000","September 30th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[{""key"":18,""value"":2},{""key"":2,""value"":1},{""key"":1,""value"":3}]},{""index"":""access_source_visit_uv"",""item_list"":[{""key"":18,""value"":2},{""key"":2,""value"":1},{""key"":1,""value"":1}]},{""index"":""access_staytime_info"",""item_list"":[{""key"":7,""value"":1},{""key"":6,""value"":1},{""key"":5,""value"":1},{""key"":4,""value"":1},{""key"":3,""value"":1},{""key"":2,""value"":1}]},{""index"":""access_depth_info"",""item_list"":[{""key"":6,""value"":3},{""key"":5,""value"":1},{""key"":1,""value"":2}]}]",20190930
"Jy-uf20Br6tb5kJtcvLn","wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 29th 2019, 08:00:00.000","September 29th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[{""key"":36,""value"":3},{""key"":29,""value"":3},{""key"":23,""value"":1},{""key"":18,""value"":8},{""key"":3,""value"":11},{""key"":2,""value"":2}]},{""index"":""access_source_visit_uv"",""item_list"":[{""key"":36,""value"":1},{""key"":29,""value"":1},{""key"":23,""value"":1},{""key"":18,""value"":7},{""key"":3,""value"":3},{""key"":2,""value"":2}]},{""index"":""access_staytime_info"",""item_list"":[{""key"":8,""value"":4},{""key"":7,""value"":8},{""key"":6,""value"":2},{""key"":5,""value"":1},{""key"":4,""value"":3},{""key"":3,""value"":2},{""key"":2,""value"":5},{""key"":1,""value"":3}]},{""index"":""access_depth_info"",""item_list"":[{""key"":6,""value"":11},{""key"":4,""value"":2},{""key"":3,""value"":1},{""key"":2,""value"":3},{""key"":1,""value"":11}]}]",20190929
"EhaIem0BIw_XuURMFi-t","wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 28th 2019, 08:00:00.000","September 28th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[{""key"":29,""value"":5},{""key"":23,""value"":3},{""key"":18,""value"":52},{""key"":3,""value"":13},{""key"":2,""value"":1}]},{""index"":""access_source_visit_uv"",""item_list"":[{""key"":29,""value"":4},{""key"":23,""value"":2},{""key"":18,""value"":20},{""key"":3,""value"":7},{""key"":2,""value"":1}]},{""index"":""access_staytime_info"",""item_list"":[{""key"":8,""value"":15},{""key"":7,""value"":6},{""key"":6,""value"":10},{""key"":5,""value"":10},{""key"":4,""value"":11},{""key"":3,""value"":11},{""key"":2,""value"":10},{""key"":1,""value"":1}]},{""index"":""access_depth_info"",""item_list"":[{""key"":6,""value"":15},{""key"":5,""value"":8},{""key"":4,""value"":7},{""key"":3,""value"":6},{""key"":2,""value"":10},{""key"":1,""value"":28}]}]",20190928
8wxhdW0Br6tb5kJtuY38,"wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 27th 2019, 08:00:00.000","September 27th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[{""key"":29,""value"":1},{""key"":18,""value"":45},{""key"":3,""value"":2},{""key"":2,""value"":1},{""key"":23,""value"":2},{""key"":1,""value"":1}]},{""index"":""access_source_visit_uv"",""item_list"":[{""key"":29,""value"":1},{""key"":18,""value"":23},{""key"":3,""value"":2},{""key"":2,""value"":1},{""key"":23,""value"":2},{""key"":1,""value"":1}]},{""index"":""access_staytime_info"",""item_list"":[{""key"":8,""value"":4},{""key"":7,""value"":17},{""key"":6,""value"":10},{""key"":5,""value"":4},{""key"":4,""value"":3},{""key"":3,""value"":1},{""key"":2,""value"":6},{""key"":1,""value"":7}]},{""index"":""access_depth_info"",""item_list"":[{""key"":6,""value"":22},{""key"":5,""value"":3},{""key"":4,""value"":5},{""key"":3,""value"":4},{""key"":2,""value"":1},{""key"":1,""value"":17}]}]",20190927
vPo7cG0Br6tb5kJtYKxD,"wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 26th 2019, 08:00:00.000","September 26th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[{""key"":29,""value"":1},{""key"":3,""value"":12},{""key"":1,""value"":5}]},{""index"":""access_source_visit_uv"",""item_list"":[{""key"":29,""value"":1},{""key"":3,""value"":5},{""key"":1,""value"":3}]},{""index"":""access_staytime_info"",""item_list"":[{""key"":8,""value"":7},{""key"":7,""value"":3},{""key"":6,""value"":3},{""key"":5,""value"":2},{""key"":2,""value"":2},{""key"":1,""value"":1}]},{""index"":""access_depth_info"",""item_list"":[{""key"":6,""value"":8},{""key"":3,""value"":1},{""key"":2,""value"":3},{""key"":1,""value"":6}]}]",20190926
"gxEVa20BIw_XuURMBjzK","wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 25th 2019, 08:00:00.000","September 25th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[{""key"":18,""value"":8},{""key"":29,""value"":7},{""key"":16,""value"":2},{""key"":10,""value"":1},{""key"":4,""value"":1},{""key"":3,""value"":11},{""key"":2,""value"":1},{""key"":1,""value"":2}]},{""index"":""access_source_visit_uv"",""item_list"":[{""key"":18,""value"":3},{""key"":29,""value"":3},{""key"":16,""value"":1},{""key"":10,""value"":1},{""key"":4,""value"":1},{""key"":3,""value"":8},{""key"":2,""value"":1},{""key"":1,""value"":1}]},{""index"":""access_staytime_info"",""item_list"":[{""key"":8,""value"":11},{""key"":7,""value"":1},{""key"":6,""value"":6},{""key"":5,""value"":3},{""key"":4,""value"":2},{""key"":3,""value"":3},{""key"":2,""value"":6},{""key"":1,""value"":1}]},{""index"":""access_depth_info"",""item_list"":[{""key"":6,""value"":12},{""key"":4,""value"":3},{""key"":3,""value"":4},{""key"":2,""value"":3},{""key"":1,""value"":11}]}]",20190925
"Mg_uZW0BIw_XuURMp8B5","wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 24th 2019, 08:00:00.000","September 24th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[{""key"":18,""value"":2},{""key"":29,""value"":1},{""key"":16,""value"":1},{""key"":4,""value"":1},{""key"":3,""value"":5},{""key"":2,""value"":2}]},{""index"":""access_source_visit_uv"",""item_list"":[{""key"":18,""value"":2},{""key"":29,""value"":1},{""key"":16,""value"":1},{""key"":4,""value"":1},{""key"":3,""value"":4},{""key"":2,""value"":2}]},{""index"":""access_staytime_info"",""item_list"":[{""key"":8,""value"":1},{""key"":7,""value"":2},{""key"":6,""value"":1},{""key"":5,""value"":1},{""key"":3,""value"":2},{""key"":2,""value"":4},{""key"":1,""value"":1}]},{""index"":""access_depth_info"",""item_list"":[{""key"":6,""value"":4},{""key"":4,""value"":1},{""key"":2,""value"":1},{""key"":1,""value"":6}]}]",20190924
FsbIYG0Br6tb5kJtSvGK,"wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 23rd 2019, 08:00:00.000","September 23rd 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[{""key"":18,""value"":1},{""key"":16,""value"":2},{""key"":4,""value"":9},{""key"":3,""value"":7},{""key"":2,""value"":1},{""key"":1,""value"":1}]},{""index"":""access_source_visit_uv"",""item_list"":[{""key"":18,""value"":1},{""key"":16,""value"":2},{""key"":4,""value"":8},{""key"":3,""value"":6},{""key"":2,""value"":1},{""key"":1,""value"":1}]},{""index"":""access_staytime_info"",""item_list"":[{""key"":8,""value"":7},{""key"":7,""value"":5},{""key"":6,""value"":2},{""key"":5,""value"":2},{""key"":4,""value"":3},{""key"":3,""value"":2}]},{""index"":""access_depth_info"",""item_list"":[{""key"":6,""value"":12},{""key"":4,""value"":1},{""key"":3,""value"":3},{""key"":2,""value"":1},{""key"":1,""value"":4}]}]",20190923
"m-ehW20BuyEw7tbz7-wx","wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 22nd 2019, 08:00:00.000","September 22nd 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[]},{""index"":""access_source_visit_uv"",""item_list"":[]},{""index"":""access_staytime_info"",""item_list"":[]},{""index"":""access_depth_info"",""item_list"":[]}]",20190922
7aV7Vm0Br6tb5kJtkxIL,"wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 21st 2019, 08:00:00.000","September 21st 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[]},{""index"":""access_source_visit_uv"",""item_list"":[]},{""index"":""access_staytime_info"",""item_list"":[]},{""index"":""access_depth_info"",""item_list"":[]}]",20190921
"xJRVUW0Br6tb5kJtNlU_","wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 20th 2019, 08:00:00.000","September 20th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[{""key"":18,""value"":4}]},{""index"":""access_source_visit_uv"",""item_list"":[{""key"":18,""value"":3}]},{""index"":""access_staytime_info"",""item_list"":[{""key"":7,""value"":2},{""key"":6,""value"":1},{""key"":5,""value"":1}]},{""index"":""access_depth_info"",""item_list"":[{""key"":6,""value"":2},{""key"":1,""value"":2}]}]",20190920
FYMuTG0Br6tb5kJt3J4T,"wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 19th 2019, 08:00:00.000","September 19th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[{""key"":36,""value"":1},{""key"":29,""value"":7},{""key"":23,""value"":1},{""key"":3,""value"":4},{""key"":2,""value"":2}]},{""index"":""access_source_visit_uv"",""item_list"":[{""key"":36,""value"":1},{""key"":29,""value"":3},{""key"":23,""value"":1},{""key"":3,""value"":4},{""key"":2,""value"":1}]},{""index"":""access_staytime_info"",""item_list"":[{""key"":8,""value"":4},{""key"":7,""value"":4},{""key"":6,""value"":1},{""key"":4,""value"":3},{""key"":3,""value"":2},{""key"":1,""value"":1}]},{""index"":""access_depth_info"",""item_list"":[{""key"":6,""value"":8},{""key"":5,""value"":1},{""key"":2,""value"":1},{""key"":1,""value"":5}]}]",20190919
DOIIR20BuyEw7tbzgESv,"wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 18th 2019, 08:00:00.000","September 18th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[{""key"":29,""value"":13},{""key"":16,""value"":2},{""key"":3,""value"":5},{""key"":2,""value"":6},{""key"":1,""value"":6}]},{""index"":""access_source_visit_uv"",""item_list"":[{""key"":29,""value"":2},{""key"":16,""value"":2},{""key"":3,""value"":3},{""key"":2,""value"":4},{""key"":1,""value"":3}]},{""index"":""access_staytime_info"",""item_list"":[{""key"":8,""value"":8},{""key"":7,""value"":5},{""key"":6,""value"":7},{""key"":5,""value"":2},{""key"":4,""value"":3},{""key"":3,""value"":2},{""key"":2,""value"":3},{""key"":1,""value"":2}]},{""index"":""access_depth_info"",""item_list"":[{""key"":6,""value"":19},{""key"":4,""value"":1},{""key"":3,""value"":2},{""key"":2,""value"":3},{""key"":1,""value"":7}]}]",20190918
DeDiQW0BuyEw7tbzI84w,"wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 17th 2019, 08:00:00.000","September 17th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[{""key"":29,""value"":7},{""key"":16,""value"":4},{""key"":4,""value"":1},{""key"":3,""value"":1},{""key"":2,""value"":1}]},{""index"":""access_source_visit_uv"",""item_list"":[{""key"":29,""value"":4},{""key"":16,""value"":1},{""key"":4,""value"":1},{""key"":3,""value"":1},{""key"":2,""value"":1}]},{""index"":""access_staytime_info"",""item_list"":[{""key"":8,""value"":2},{""key"":7,""value"":1},{""key"":6,""value"":2},{""key"":5,""value"":2},{""key"":4,""value"":5},{""key"":3,""value"":1},{""key"":2,""value"":1}]},{""index"":""access_depth_info"",""item_list"":[{""key"":6,""value"":4},{""key"":3,""value"":2},{""key"":2,""value"":5},{""key"":1,""value"":3}]}]",20190917
RVK7PG0Br6tb5kJtyTQl,"wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 16th 2019, 08:00:00.000","September 16th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[{""key"":23,""value"":8},{""key"":29,""value"":3},{""key"":16,""value"":9},{""key"":4,""value"":1},{""key"":3,""value"":5},{""key"":2,""value"":2}]},{""index"":""access_source_visit_uv"",""item_list"":[{""key"":23,""value"":2},{""key"":29,""value"":2},{""key"":16,""value"":6},{""key"":4,""value"":1},{""key"":3,""value"":4},{""key"":2,""value"":2}]},{""index"":""access_staytime_info"",""item_list"":[{""key"":8,""value"":2},{""key"":7,""value"":5},{""key"":6,""value"":3},{""key"":5,""value"":4},{""key"":4,""value"":5},{""key"":3,""value"":4},{""key"":2,""value"":4},{""key"":1,""value"":1}]},{""index"":""access_depth_info"",""item_list"":[{""key"":6,""value"":9},{""key"":5,""value"":1},{""key"":4,""value"":3},{""key"":3,""value"":3},{""key"":2,""value"":3},{""key"":1,""value"":9}]}]",20190916
Nd2VN20BuyEw7tbzaz7F,"wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 15th 2019, 08:00:00.000","September 15th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[{""key"":18,""value"":4},{""key"":29,""value"":1},{""key"":16,""value"":12},{""key"":8,""value"":1},{""key"":3,""value"":8},{""key"":1,""value"":1}]},{""index"":""access_source_visit_uv"",""item_list"":[{""key"":18,""value"":4},{""key"":29,""value"":1},{""key"":16,""value"":8},{""key"":8,""value"":1},{""key"":3,""value"":5},{""key"":1,""value"":1}]},{""index"":""access_staytime_info"",""item_list"":[{""key"":8,""value"":5},{""key"":7,""value"":7},{""key"":6,""value"":5},{""key"":5,""value"":2},{""key"":4,""value"":3},{""key"":3,""value"":4},{""key"":2,""value"":1}]},{""index"":""access_depth_info"",""item_list"":[{""key"":6,""value"":13},{""key"":5,""value"":1},{""key"":3,""value"":2},{""key"":2,""value"":6},{""key"":1,""value"":5}]}]",20190915
"Z_5vMm0BIw_XuURMD_5R","wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 14th 2019, 08:00:00.000","September 14th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[{""key"":18,""value"":15},{""key"":29,""value"":5},{""key"":16,""value"":23},{""key"":10,""value"":2},{""key"":8,""value"":6},{""key"":3,""value"":94},{""key"":2,""value"":8},{""key"":23,""value"":15},{""key"":1,""value"":13}]},{""index"":""access_source_visit_uv"",""item_list"":[{""key"":18,""value"":12},{""key"":29,""value"":3},{""key"":16,""value"":16},{""key"":10,""value"":1},{""key"":8,""value"":2},{""key"":3,""value"":34},{""key"":2,""value"":5},{""key"":23,""value"":14},{""key"":1,""value"":3}]},{""index"":""access_staytime_info"",""item_list"":[{""key"":8,""value"":20},{""key"":7,""value"":28},{""key"":6,""value"":32},{""key"":5,""value"":21},{""key"":4,""value"":25},{""key"":3,""value"":27},{""key"":2,""value"":21},{""key"":1,""value"":7}]},{""index"":""access_depth_info"",""item_list"":[{""key"":6,""value"":56},{""key"":5,""value"":3},{""key"":4,""value"":22},{""key"":3,""value"":20},{""key"":2,""value"":28},{""key"":1,""value"":52}]}]",20190914
iCFILW0Br6tb5kJttHIo,"wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 13th 2019, 08:00:00.000","September 13th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[]},{""index"":""access_source_visit_uv"",""item_list"":[]},{""index"":""access_staytime_info"",""item_list"":[]},{""index"":""access_depth_info"",""item_list"":[]}]",20190913
"_NciKG0BuyEw7tbzW80U","wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 12th 2019, 08:00:00.000","September 12th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[{""key"":18,""value"":1},{""key"":16,""value"":2},{""key"":2,""value"":1}]},{""index"":""access_source_visit_uv"",""item_list"":[{""key"":18,""value"":1},{""key"":16,""value"":1},{""key"":2,""value"":1}]},{""index"":""access_staytime_info"",""item_list"":[{""key"":5,""value"":1},{""key"":4,""value"":1},{""key"":1,""value"":2}]},{""index"":""access_depth_info"",""item_list"":[{""key"":2,""value"":1},{""key"":1,""value"":3}]}]",20190912
"dtX8Im0BuyEw7tbzB_FR","wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 11th 2019, 08:00:00.000","September 11th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[]},{""index"":""access_source_visit_uv"",""item_list"":[]},{""index"":""access_staytime_info"",""item_list"":[]},{""index"":""access_depth_info"",""item_list"":[]}]",20190911
"ovHVHW0Br6tb5kJtoed-","wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 10th 2019, 08:00:00.000","September 10th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[]},{""index"":""access_source_visit_uv"",""item_list"":[]},{""index"":""access_staytime_info"",""item_list"":[]},{""index"":""access_depth_info"",""item_list"":[]}]",20190910
lNKvGG0BuyEw7tbzScSH,"wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 9th 2019, 08:00:00.000","September 9th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[]},{""index"":""access_source_visit_uv"",""item_list"":[]},{""index"":""access_staytime_info"",""item_list"":[]},{""index"":""access_depth_info"",""item_list"":[]}]",20190909
"KfSIE20BIw_XuURM7hr7","wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 8th 2019, 08:00:00.000","September 8th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[]},{""index"":""access_source_visit_uv"",""item_list"":[]},{""index"":""access_staytime_info"",""item_list"":[]},{""index"":""access_depth_info"",""item_list"":[]}]",20190908
H89iDm0BuyEw7tbzj9Ur,"wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 7th 2019, 08:00:00.000","September 7th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[]},{""index"":""access_source_visit_uv"",""item_list"":[]},{""index"":""access_staytime_info"",""item_list"":[]},{""index"":""access_depth_info"",""item_list"":[]}]",20190907
"EfA8CW0BIw_XuURMNfDi","wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 6th 2019, 08:00:00.000","September 6th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[]},{""index"":""access_source_visit_uv"",""item_list"":[]},{""index"":""access_staytime_info"",""item_list"":[]},{""index"":""access_depth_info"",""item_list"":[]}]",20190906
tswVBG0BuyEw7tbz2uwe,"wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 5th 2019, 08:00:00.000","September 5th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[]},{""index"":""access_source_visit_uv"",""item_list"":[]},{""index"":""access_staytime_info"",""item_list"":[]},{""index"":""access_depth_info"",""item_list"":[]}]",20190905
"uu3v_mwBIw_XuURMhsQL","wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 4th 2019, 08:00:00.000","September 4th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[]},{""index"":""access_source_visit_uv"",""item_list"":[]},{""index"":""access_staytime_info"",""item_list"":[]},{""index"":""access_depth_info"",""item_list"":[]}]",20190904
"HezJ-WwBIw_XuURMJDuy","wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 3rd 2019, 08:00:00.000","September 3rd 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[]},{""index"":""access_source_visit_uv"",""item_list"":[]},{""index"":""access_staytime_info"",""item_list"":[]},{""index"":""access_depth_info"",""item_list"":[]}]",20190903
"kuqi9GwBIw_XuURMx49Y","wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 2nd 2019, 08:00:00.000","September 2nd 2019, 08:00:00.000",DAILY,61503,"data not ready, please try later hint: [WHqZPA0404r234]",,
aMd872wBuyEw7tbzcQ2k,"wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","September 1st 2019, 08:00:00.000","September 1st 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[]},{""index"":""access_source_visit_uv"",""item_list"":[]},{""index"":""access_staytime_info"",""item_list"":[]},{""index"":""access_depth_info"",""item_list"":[]}]",20190901
FcVW6mwBuyEw7tbzBoUY,"wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","August 31st 2019, 08:00:00.000","August 31st 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[]},{""index"":""access_source_visit_uv"",""item_list"":[]},{""index"":""access_staytime_info"",""item_list"":[]},{""index"":""access_depth_info"",""item_list"":[]}]",20190831
EcMv5WwBuyEw7tbzrPw0,"wechat_aggregate",,wx,VISITDISTRIBUTION,wxf2853b97771b5d0a,"miniapp-feili","August 30th 2019, 08:00:00.000","August 30th 2019, 08:00:00.000",DAILY,,,"[{""index"":""access_source_session_cnt"",""item_list"":[]},{""index"":""access_source_visit_uv"",""item_list"":[]},{""index"":""access_staytime_info"",""item_list"":[]},{""index"":""access_depth_info"",""item_list"":[]}]",20190830
